HAGR_ID,Organism_Kingdom,Organism_Phylum,Organism_Class,Organism_Order,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Gestation_or_Incubation_Days,Weaning_Days,Litter_Clutch_Size,Litters_Clutches_Per_Year,Interlitter_Interbirth_Interval,Birth_Weight_in_Grams,Weaning_Weight_in_Grams,Adult_Weight_in_Grams,Growth_Rate,Maximum_Longevity_Years,Source,Specimen_Origin,Sample_Size,Data_Quality,IMR_Per_Year,MRDT_in_Years,Metabolic_Rate_in_Weeks,Body_Mass_in_Grams,Temperature_in_Kelvin,References
1772,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Little spotted cat,,,75,56,1.5,,,,,2250,,21.9,671,captivity,medium,acceptable,,,,,,"434,455,610,671"
1773,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,wiedii,Margay,659,,81,56,1.5,,,166.5,785.1,3666.7,,24,671,captivity,medium,acceptable,,,5.227,3600,311.55,"364,344,555,386,106,000,000,000"
1774,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leptailurus,serval,Serval,821,,70,128,2.5,2.5,176,263,,13350,,22.4,671,captivity,large,high,,,1.44,1012,,"364,344,555,426,106,000,000"
1775,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,canadensis,Canada lynx,498,573,63,152,3.5,1,365,204,,10100,,26.8,671,captivity,medium,acceptable,,,,,,"434,455,538,610,671,000"
1776,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,lynx,Eurasian lynx,639,1004,66,87,2,1,365,246.5,1860,23000,0.0097,23.7,671,captivity,large,high,,,,,,"434,455,610,671,680,000,000"
1777,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,pardinus,Spanish lynx,,,68,,2.5,,,,,11000,,,,unknown,tiny,low,,,,,,"434,455"
1778,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat,365,730,65,65,3,0.9,365,265,1190,8600,0.0068,32.3,671,captivity,medium,acceptable,,,23.446,9400,,"364,344,555,386,716,000,000,000,000,000"
1779,Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,nebulosa,Clouded leopard,730,1095,89,130,2,,,170,5427.5,19500,,19.8,671,captivity,medium,acceptable,,,,,,"434,448,455,610,671"
1780,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,leo,Lion,1095,1095,109,216,3,1,649,1300,8480,175000,0.0035,27,671,captivity,large,high,,,94.58,98000,311.05,"36,162,420,434,455,500,000,000,000,000,000,000,000,000"
1781,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,onca,Jaguar,730,730,99,126,2,0.5,365,820,5033.5,81150,0.0072,28,671,captivity,large,high,,,62.419,50400,310.15,"36,89,420,434,455,610,671,680,731,817"
1782,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,pardus,Leopard,937,771,97,110,2,1.25,444,550,1940,53750,0.0079,27.3,671,captivity,large,high,,,,,,"434,455,610,671,680,000"
1783,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,1268,1415,105,121,2.5,0.4,750,1190,11003,119700,,26.3,671,captivity,large,high,,,133.859,137900,310.65,"36,89,420,434,455,610,671,680,1136,1142"
1784,Animalia,Chordata,Mammalia,Carnivora,Felidae,Pardofelis,marmorata,Marbled cat,,,,,2,,,85,,3500,,,,unknown,tiny,low,,,,,,"434,455,671"
1785,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,Leopard cat,365,,62,45,2.5,,163,96,620,5000,,17,671,captivity,medium,acceptable,,,,,,"4,344,556,106,716,800,000"
1786,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,planiceps,Flat-headed cat,,,56,,,,,,,6750,,14,671,captivity,small,acceptable,,,,,,"671,730,978"
1787,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,rubiginosus,Rusty-spotted cat,,,68,,2.5,,,,,1350,,17.9,671,captivity,medium,acceptable,,,,,,"434,455,671"
1788,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,viverrinus,Fishing cat,,,72,182,2,,,170,,10650,,17.2,671,captivity,medium,acceptable,,,,,,"4,344,556,711,142"
1789,Animalia,Chordata,Mammalia,Carnivora,Felidae,Profelis,aurata,African golden cat,,,81,,2,,,248.33,,10650,,21,671,captivity,small,acceptable,,,,,,"434,455,671,978"
1790,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,concolor,Cougar,912,912,92,90,2.5,0.45,786,400,3500,63000,0.0061,23.8,671,captivity,large,acceptable,,,49.326,37200,310.75,"36,420,436,441,448,400,000,000,000"
1791,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,yagouaroundi,Jaguarundi,803,,73,,2,2,182,,,7000,,18.6,671,captivity,small,acceptable,,,9.69,8400,311.55,"364,344,555,385,666,000,000,000,000"
1792,Animalia,Chordata,Mammalia,Carnivora,Felidae,Uncia,uncia,Snow leopard,730,730,96,77,2,1,365,475,7500,50000,,21.2,671,captivity,large,high,,,,,,"434,455,610,671,680,000"
1793,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Atilax,paludinosus,Marsh mongoose,,255,76,36,2,2,182,100,550,3300,,20.8,671,captivity,small,acceptable,,,,,,"434,455,610,671,978"
1794,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Bdeogale,nigripes,Black-footed mongoose,,,,,1,,,,,2000,,15.8,671,captivity,small,acceptable,,,,,,"434,671"
1795,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Crossarchus,obscurus,Long-nosed cusimanse,274,274,58,23,4,2.5,122,9.8,,790,,13.3,671,captivity,small,acceptable,,,,,,"434,455,610,671,978"
1796,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Cynictis,penicillata,Yellow mongoose,730,,56,61,2,2,365,,,598.5,,15.2,671,captivity,medium,acceptable,,,,,,"434,455,610,671,978"
1797,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,pulverulenta,Cape gray mongoose,,,61,58,2.6,,,20.2,,650,,11.7,671,captivity,small,acceptable,,,,,,"434,455,610,671,978"
1798,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,sanguinea,Slender mongoose,365,365,65,55,2,2,182,,,500,,12.6,671,captivity,small,acceptable,,,2.202,519.6,311.85,"36,420,434,455,671,900"
1799,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Helogale,parvula,Dwarf mongoose,456,,55,21,3,2.25,142,,,274.8,,18,671,captivity,large,high,,,,,,"434,455,610,671,680,000"
1800,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,brachyurus,Short-tailed mongoose,,,,,3.5,,,,,1414.1,,,,unknown,small,low,,,,,,"671,730,978"
1801,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,edwardsi,Indian gray mongoose,,,59,,2.6,3.3,110,,,1000,,12.3,671,captivity,small,acceptable,,,,,,"455,610,671,978"
1802,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,ichneumon,Egyptian mongoose,730,730,74,61,3,1.5,365,,800,2200,,,,unknown,tiny,low,,,,,,"434,455,542,610,671,000"
1803,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,Javan mongoose,301,122,49,50,2,2,151,25.92,275,800,,16.6,671,captivity,small,acceptable,,,2.248,611,312.95,"36,420,434,455,610,600,000,000,000"
1804,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,naso,Long-nosed mongoose,,,,,,,,,,3000,,,,unknown,small,low,,,,,,"671,730"
1805,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,smithii,Ruddy mongoose,,,,,2.5,,,,,1702.5,,17.8,671,captivity,small,acceptable,,,,,,"671,730,978"
1806,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,urva,Crab-eating mongoose,,,66,,3,,,,,1863.2,,13.3,671,captivity,small,acceptable,,,,,,"671,730,978"
1807,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,vitticollis,Striped-necked mongoose,,,,,2.5,,,,,2250,,12.8,671,captivity,small,acceptable,,,,,,"455,671"
1808,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Ichneumia,albicauda,White-tailed mongoose,,,,274,2.3,,,,,3500,,14.8,671,captivity,small,acceptable,,,,,,"434,455,610,671"
1809,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Mungos,mungo,Banded mongoose,289,,60,,2.5,2,365,39,,1331.5,,17.4,671,captivity,large,high,,,,,,"434,455,610,671,680,000"
1810,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Suricata,suricatta,Meerkat,365,365,77,44,4,1,365,29,225.5,776,0.0161,20.6,671,captivity,large,high,,,1.729,850,309.45,"364,204,344,555,606,000,000,000,000,000"
1811,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,Spotted hyena,1095,639,110,265,2,1,449,1390,14500,63000,0.0056,41.1,671,captivity,medium,acceptable,,,,,,"1,304,344,556,106,710,000,000"
1812,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,brunnea,Brown hyena,1000,,92,342,2.5,0.4,511,688,27400,42250,,31.9,671,captivity,small,acceptable,,,,,,"434,455,610,671"
1813,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,Striped hyena,800,800,90,279,2.5,,237,700,,40000,,25,671,captivity,medium,acceptable,,,31.954,34300,310.15,"36,420,434,455,610,600,000"
1814,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Proteles,cristata,Aardwolf,,,84,132,2.5,,,275,,10000,,20,671,captivity,small,acceptable,,,11.563,7902.6,309.55,"36,420,434,455,610,600,000"
1815,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,chinga,Molina's hog-nosed skunk,,,,,,,,,,3400,,10,671,captivity,small,acceptable,,,,,,"511,671"
1816,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,leuconotus,Hog-nosed skunk,319,319,56,,3.4,1.5,182,,,1900,,10.2,671,captivity,tiny,acceptable,,,,,,"441,455,538,542,610,000,000"
1817,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,macroura,Hooded skunk,,,61,,5.3,,,,,965,,,,unknown,tiny,low,,,,,,"455,610,671"
1818,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,Striped skunk,335,335,63,60,5,1,365,33.5,493.5,3500,0.0143,13.9,671,captivity,medium,acceptable,,,,,309.6,"4,344,414,555,386,100,000,000,000,000,000"
1819,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,putorius,Eastern spotted skunk,152,152,31,50,5,1.5,243,9.5,160,600,0.0311,10.5,671,captivity,small,acceptable,,,1.674,624,309.55,"36,420,434,441,455,600,000,000,000"
1820,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,capensis,African clawless otter,365,365,63,53,2.5,,,1050,3360,23500,,14.2,671,captivity,small,acceptable,,,,,,"434,455,610,671"
1821,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,cinereus,Oriental small-clawed otter,,,63,81,1.42,2,182,57,,3000,,23,671,captivity,large,acceptable,,,,,,"434,455,671,978"
1822,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Arctonyx,collaris,Hog badger,,,42,104,3,,,58,,10500,,15.8,671,captivity,small,acceptable,,,,,,"434,455,671"
1823,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,700,183,66,75,2,,,83,1708,4500,0.0159,22.3,671,captivity,medium,acceptable,,,6.811,2950,311.55,"36,420,434,455,610,600,000"
1824,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,Sea otter,974,1369,140,175,1,0.8,548,1868,13425,25850,,27,671,captivity,medium,acceptable,,,98.479,26832.8,310.65,"3,643,444,144,345,550,000,000,000,000,000,000,000"
1825,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Galictis,cuja,Lesser grison,,,,,,,,,,1000,,10.2,671,captivity,small,acceptable,,,,,,"434,671"
1826,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Galictis,vittata,Greater grison,,,40,,2,,,,,2300,,12.5,671,captivity,small,acceptable,,,,,,"434,610,671"
1827,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,gulo,Wolverine,710,776,35,87,3,0.5,639,95,,16333.3,0.0182,19.5,671,captivity,medium,acceptable,,,31.765,12700,310.15,"36,420,434,455,610,600,000,000,000"
1828,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Hydrictis,maculicollis,Spotted-necked otter,,,61,,2,,365,,,4000,,22.9,671,captivity,small,acceptable,,,,,,"455,610,671,978"
1829,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Ictonyx,libycus,Saharan striped polecat,,,38,,2,,,,,425,,,,unknown,small,low,,,,,,"434,671,978"
1830,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Ictonyx,striatus,Striped polecat,304,393,36,79,2,1,365,15,170,910,0.0361,14,671,captivity,tiny,acceptable,,,,,,"434,455,610,671,680,000,000"
1831,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,canadensis,Northern river otter,730,730,62,122,2.5,0.9,365,140,1510,9000,,27,671,captivity,medium,acceptable,,,,,311.55,"4,344,434,555,386,100,000,000,000,000"
1832,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,longicaudis,Neotropical river otter,,,57,,2.5,,,,,7500,,,,unknown,small,low,,,,,,"455,610,671"
1833,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,lutra,European otter,548,548,61,55,2,1,365,110.5,,6750,,18.2,671,captivity,medium,acceptable,,,25.104,10000,311.25,"36,420,434,455,542,600,000"
1834,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutrogale,perspicillata,Smooth-coated otter,,,63,,5,,,,,9000,,,,unknown,tiny,low,,,,,,"434,455,671"
1835,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,americana,American marten,365,365,28,46,3,1,365,30,392,884,,17.8,671,captivity,tiny,acceptable,,,3.579,966.5,311.15,"36,420,434,441,455,500,000,000,000"
1836,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,flavigula,Yellow-throated marten,,,150,,2.5,,182,57.5,,2500,,16,671,captivity,medium,acceptable,,,,,,"434,455,671,978"
1837,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,foina,Beech marten,548,730,30,66,3.5,1,365,30,,1700,,18.2,671,captivity,small,acceptable,,,,,,"434,455,671,978"
1838,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,martes,European pine marten,456,426,28,59,4,1,365,30,680,1300,,18.2,671,captivity,small,acceptable,,,4,920,310.15,"36,420,434,455,610,600,000"
1839,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,melampus,Japanese marten,,,,,,,,,,1000,,,,unknown,tiny,low,,,,,,"671,730"
1840,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,pennanti,Fisher,365,365,45,66,2.5,1,365,35,,3175,,14.3,671,captivity,small,acceptable,,,,,311.65,"4,414,484,555,426,710,000"
1841,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,Sable,456,456,30,56,3,,,30,600,1066.7,,18.4,671,captivity,small,acceptable,,,,,,"434,455,671,680"
1842,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,meles,Old World badger,365,365,49,90,3,1,365,80,,13000,0.0196,18.6,671,captivity,medium,acceptable,,,16.647,11050,310.15,"364,204,344,555,546,000,000,000,000,000"
1843,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,capensis,Honey badger,,,180,,2,2,182,210,,10000,,31.3,671,captivity,medium,acceptable,,,,,,"434,455,671,978"
1844,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Melogale,moschata,Chinese ferret-badger,,,,,2.5,,,,,672,,19,671,captivity,tiny,acceptable,,,,,,"455,671,730"
1845,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Melogale,personata,Burmese ferret-badger,,,,,3,,,,,2000,,,,unknown,small,low,,,,,,"455,610,671"
1846,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,erminea,Ermine,95,365,43,45,6.77,1,365,2.3,26.6,110.3,,12.5,671,captivity,small,acceptable,,,1.276,125.5,312.75,"36,420,434,455,538,600,000,000,000"
1847,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,eversmanii,Steppe polecat,319,319,36,51,9.4,1,365,5.73,,1350,,9.1,671,captivity,small,acceptable,,,,,,"434,455,671,817"
1848,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,frenata,Long-tailed weasel,162,365,25,37,6.2,1,365,3.1,34.6,150.6,,8.8,671,captivity,tiny,acceptable,,,1.344,225,312.15,"36,420,434,455,538,600,000,000,000"
1849,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,lutreola,European mink,323,323,54,57,4,,365,8,,590,,8.4,671,captivity,medium,acceptable,,,,,,"134,434,455,542,671"
1850,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nigripes,Black-footed ferret,365,365,43,,3,,365,7.4,,1021,,9.4,671,captivity,medium,acceptable,,,,,,"434,441,455,542,671,000"
1851,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nivalis,Least weasel,120,120,36,39,5,1.5,200,2.6,43.5,46.9,0.0546,9.1,671,captivity,small,acceptable,,,,,,"434,455,671,730,731"
1852,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,putorius,European polecat,312,322,42,63,7.5,1.5,140,9.5,,809,0.0328,11.1,671,captivity,large,acceptable,,,,,,"11,971,984,344,556,700,000,000"
1853,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,sibirica,Siberian weasel,,,29,60,6,,,,,565,,8.8,671,captivity,medium,acceptable,,,,,,"434,455,671"
1854,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Neovison,vison,American mink,334,371,42,49,4.5,1,365,8.5,110,925,0.0266,11.4,671,captivity,small,acceptable,,,2.722,660,312.15,"36,343,344,420,434,400,000,000,000,000,000,000"
1855,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Poecilogale,albinucha,African striped weasel,439,,32,65,2.2,1.2,240,4,50,280,0.0255,,,unknown,small,low,,,,,,"434,455,610,671,680,000,000"
1856,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,Giant otter,730,,68,122,1.5,1,365,204.25,,24000,,17.3,671,captivity,small,acceptable,,,,,,"434,455,671,978"
1857,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Taxidea,taxus,American badger,183,441,41,56,3,0.7,365,93.5,3000,8000,,25,671,captivity,small,acceptable,,,15.062,9000,311.15,"36,420,434,441,455,600,000,000,000,000"
1858,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Vormela,peregusna,Marbled polecat,91,,61,30,5.76,,365,,,542.5,,8.8,671,captivity,small,acceptable,,,,,,"434,455,671,978"
1859,Animalia,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,African palm civet,1095,1095,64,64,2,2,182,55,,1900,,21,671,captivity,tiny,acceptable,,,5.565,4270,310.55,"36,420,434,455,671,600,000"
1860,Animalia,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,rosmarus,Walrus,1745,2635,331,730,1,0.5,834,60000,200000,1012500,0.0009,,,unknown,tiny,low,,,,,,"434,441,443,455,538,000,000,000,000,000,000,000"
1861,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,australis,South American fur seal,1095,2556,236,411,1,1,365,4250,,110000,,30.6,671,captivity,small,acceptable,,,,,,"4,344,434,555,426,110,000,000,000"
1862,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,forsteri,New Zealand fur seal,1825,1825,236,335,1,1,365,3833.33,,55000,,,,unknown,tiny,low,,,,,,"434,455,671,978"
1863,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,galapagoensis,Galapagos fur seal,1461,,213,776,1,1,365,3500,15000,45500,,,,unknown,small,low,,,,,,"1,443,455"
1864,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,gazella,Antarctic fur seal,1278,1278,257,122,1,1,365,6000,15800,84500,0.0014,,,unknown,small,low,,,,,,"4,434,555,737,311,140"
1865,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,South African fur seal,1276,1643,368,354,1,1,365,6200,26150,127551,,32.1,671,captivity,medium,acceptable,,,,,,"455,671"
1866,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,tropicalis,Subantarctic fur seal,,,357,239,1,1,365,4420,,50000,,,,unknown,tiny,low,,,,,,"4,344,556,106,719,780,000"
1867,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,ursinus,Northern fur seal,1095,2007,240,107,1.3,0.9,365,5281,12925,165500,0.0007,,,unknown,small,low,,,,,,"14,344,414,434,556,100,000,000,000,000,000,000"
1868,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,Steller sea lion,1780,2420,274,279,1,1,365,19000,106610,415000,,32.8,671,captivity,small,acceptable,,,,,,"1,434,441,443,455,530,000,000,000"
1869,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Neophoca,cinerea,Australian sea lion,1095,2191,258,570,1,0.69,540,7075,59724,190000,,24.1,671,captivity,small,acceptable,,,,,,"434,443,455,621,671,000"
1870,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Otaria,flavescens,Southern sea lion,1461,2191,357,365,1,1,365,12500,,207500,,29,671,captivity,small,acceptable,,,,,,"443,455,671"
1871,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,hookeri,New Zealand sea lion,,2191,365,213,1,1,365,7000,,187580,,,,unknown,small,low,,,,,,"4,344,559,781,143"
1872,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,californianus,California sea lion,1095,1826,259,315,1.2,0.5,730,7000,25000,180000,,35.7,671,captivity,large,high,,,,,311.25,"441,443,455,542,671,000,000,000,000"
1873,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,cristata,Hooded seal,1095,1826,240,7,1,1,365,18000,43300,405000,,,,unknown,tiny,low,,,,,,"434,441,443,455,538,000,000,000,000"
1874,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,barbatus,Bearded seal,1712,2223,259,28,1,1,608,35000,75750,373000,,,,unknown,small,low,,,,,,"434,441,443,455,573,000,000"
1875,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,grypus,Gray seal,1460,1887,240,19,1,0.9,365,14000,41450,268000,,42.9,671,captivity,medium,acceptable,,,,,,"4,344,414,434,555,380,000,000,000,000,000,000,000"
1876,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Histriophoca,fasciata,Ribbon seal,1050,1324,274,25,1,1,365,10500,30000,90000,,,,unknown,small,low,,,118.59,54000,,"36,434,441,443,455,500,000"
1877,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Hydrurga,leptonyx,Leopard seal,1095,1461,274,30,1,,365,30000,,367750,,,,unknown,tiny,low,,,,,,"443,455,542,671,978"
1878,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Leptonychotes,weddellii,Weddell seal,1365,1642,304,40,1,,548,29000,115900,425000,,,,unknown,small,low,,,,,,"4,434,555,425,739,050,000"
1879,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,carcinophaga,Crabeater seal,1461,1643,259,28,1,0.5,730,23000,120000,250000,,,,unknown,small,low,,,,,,"434,443,455,610,680"
1880,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,angustirostris,Northern elephant seal,1095,1826,252,26,1,1,365,37500,140315,1600000,,,,unknown,tiny,low,,,,,,"4,344,414,434,555,380,000,000"
1881,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,leonina,Southern elephant seal,1059,1825,220,21,1,1,365,42500,124500,1400000,0.0008,,,unknown,small,low,,,,,,"1,443,455,671,731"
1882,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Monachus,monachus,Mediterranean monk seal,1461,1461,289,42,1,0.5,730,19000,,275000,,,,unknown,small,low,,,,,,"443,455,671"
1883,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Monachus,schauinslandi,Hawaiian monk seal,1825,,335,35,1,0.5,465,17000,64000,222500,,,,unknown,small,low,,,,,,"4,344,434,555,736,100,000,000"
1884,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Ommatophoca,rossii,Ross seal,1095,1278,228,30,1,1,365,20000,,177000,,,,unknown,small,low,,,,,,"434,443,455,573,680,000"
1885,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pagophilus,groenlandicus,Harp seal,1637,1826,228,12,1.25,,365,8700,34580,180000,0.0012,,,unknown,tiny,low,,,,,309.45,"4,414,434,555,426,710,000,000"
1886,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,largha,Spotted seal,1279,1643,319,24,1,,365,7100,21300,85000,,,,unknown,tiny,low,,,,,,"434,443,455,538,542,000,000"
1887,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,vitulina,Harbor seal,1095,1460,253,30,1,1,365,11000,23945,115000,0.0013,47.6,671,captivity,medium,acceptable,,,73.29,27400,309.85,"364,414,434,555,426,000,000,000"
1888,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,caspica,Caspian seal,2009,2191,330,30,1,,365,5000,,86000,,,,unknown,small,low,,,,,,"434,443,455,542,573,000"
1889,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,hispida,Ringed seal,1826,2191,251,53,1,1,365,6000,14000,90000,,46,671,captivity,tiny,acceptable,,,,,,"441,443,455,542,671"
1890,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,sibirica,Baikal seal,2129,2557,273,68,1.02,1,365,3000,66900,90000,,56,671,captivity,small,acceptable,,,,,,"434,443,455,610,671,000,000,000"
1891,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassaricyon,alleni,Allen's olingo,,,,,,,,,,1235,,25.2,671,captivity,small,acceptable,,,,,,"434,671"
1892,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassaricyon,gabbii,Olingo,685,594,73,,1,,,55,,1235,,21.8,671,captivity,tiny,acceptable,,,,,,"434,455,671"
1893,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,Ringtail,300,300,52,42,3,1,365,30,258.7,1015,0.0215,19,671,captivity,medium,acceptable,,,,,310.75,"434,441,455,557,671,000"
1894,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,sumichrasti,Cacomistle,300,300,64,,2,,,25,,900,,24,671,captivity,small,acceptable,,,3.537,1280,311.95,"36,420,434,455,671"
1895,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,narica,White-nosed coati,712,712,78,127,4.17,,365,140,,3750,,26.4,671,captivity,medium,acceptable,,,6.733,3670,311.75,"36,420,434,538,610,600,000,000"
1896,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,nasua,South american coati,730,730,73,86,4,,365,140,730,4750,,23.7,671,captivity,large,high,,,5.591,3924.3,309.55,"36,420,434,455,610,600,000,000"
